species,longitude,latitude,calcite,parmean,salinity,sstmax
Fucusdistichus,13.0228,55.62277,0.00128700002096593,33.1629981994629,9.34899997711182,19.5130004882812
Fucusdistichus,-68.03974,48.68516,0.00363699998706579,37.0810012817383,26.0259990692139,13.1820001602173
Fucusdistichus,145.49401,43.26875,0.0037760001141578,29.4899997711182,32.5390014648438,18.5799999237061
Fucusdistichus,-55.50136,51.59476,0.00028599999495782,32.8160018920898,30.6940002441406,12.9519996643066
Fucusdistichus,-1.59684,59.54159,0.000438999995822087,29.2819995880127,35.0989990234375,12.5010004043579
Fucusdistichus,-1.60056,59.53417,0.000438999995822087,29.2819995880127,35.0989990234375,12.5010004043579
Fucusdistichus,-51.3548,63.8483,0.000637000019196421,30.5790004730225,32.234001159668,3.57299995422363
Fucusdistichus,-51.4,64.18333,0.00171999994199723,30.8549995422363,32.3619995117188,5.11999988555908
Fucusdistichus,-51.72206,64.16338,0.000896000012289733,29.6900005340576,32.3520011901855,3.90700006484985
Fucusdistichus,-23.72597,64.89983,8.19999986561015e-05,29.1280002593994,34.890998840332,12.1700000762939
Fucusdistichus,163.22913,59.24033,0.00389300007373095,31.4869995117188,32.306999206543,14.0480003356934
Fucusdistichus,-63.65222,44.43333,0.000631999981123954,29.6879997253418,30.3990001678467,17.0340003967285
Fucusdistichus,-63.9,44.48417,0.000411999993957579,30.3330001831055,30.2970008850098,16.8400001525879
Fucusdistichus,36.30097,69.07386,0.000587999995332211,27.9740009307861,33.8040008544922,9.22000026702881
Fucusdistichus,-147.73333,60.48333,0.000501999980770051,28.7290000915527,28.173999786377,16.375
Fucusdistichus,-134.61608,58.33167,0.00328700011596084,28.3080005645752,27.6709995269775,14.7430000305176
Fucusdistichus,-55.75,53.25,0.000224999996135011,32.5800018310547,30.1000003814697,10.1280002593994
Fucusdistichus,-53.56269,69.23975,0.000600999977905303,34.6430015563965,32.7490005493164,6.37799978256226
Fucusdistichus,-60.1,50.2,0.000302000000374392,32.5779991149902,30.8080005645752,13.6940002441406
Fucusdistichus,158.45683,52.4271,0.00149900000542402,27.7609996795654,32.0929985046387,12.0329999923706
Fucusdistichus,-123.00617,48.55298,0.00108700001146644,33.6629981994629,30.0440006256104,12.3400001525879
Fucusdistichus,-17.095,66.20331,0.00121300003957003,28.6019992828369,34.5519981384277,10.4659996032715
Fucusdistichus,-53.73667,48.635,0.000163999997312203,30.5400009155273,30.9300003051758,15.293999671936
Fucusdistichus,166.13024,55.32308,0.000434999994467944,24.8689994812012,32.8849983215332,12.7379999160767
Fucusdistichus,-66.49546,50.01228,0.000686999992467463,34.5919990539551,30.3799991607666,14.0369997024536
Fucusdistichus,-135.33109,57.04768,0.000216000000364147,26.8139991760254,31.193000793457,15.543999671936
Fucusdistichus,-23.05028,66.08556,0.000593999982811511,28.8519992828369,34.4589996337891,10.9119997024536
Fucusdistichus,10.61119,59.66486,0.00402700016275048,31.8889999389648,26.318000793457,20.1270008087158
Fucusdistichus,35.69513,64.99107,0.00226300000213087,35.6269989013672,23.3490009307861,6.65500020980835
Fucusdistichus,18.06449,69.62147,0.000600999977905303,30.7700004577637,33.6020011901855,11.4779996871948
Fucusdistichus,158.60917,53.0277,0.00374200008809566,30.3680000305176,31.8579998016357,11.8649997711182
Fucusdistichus,-6.82291,62.05307,0.000667000014800578,25.5179996490479,35.1759986877441,11.6999998092651
Fucusdistichus,13.65422,78.0803,0.0011170000070706,32.4939994812012,32.3610000610352,4.5770001411438
Fucusdistichus,13.95286,78.24836,0.00155899999663234,35.6769981384277,31.7800006866455,6.03000020980835
Fucusdistichus,16.89257,76.56323,0.00213999999687076,28.9249992370605,33.4379997253418,4.73699998855591
Fucusdistichus,23.05345,77.28115,0.00456799985840917,30.0440006256104,33.4869995117188,2.49699997901917
Fucusdistichus,-124.73899,48.39447,0.000661999976728112,30.4529991149902,31.4899997711182,12.4060001373291
Fucusdistichus,-17.25984,66.12623,0.00233000004664063,28.6240005493164,34.5730018615723,10.8559999465942
Fucusdistichus,-6.76996,61.99787,0.000546999974176288,25.8759994506836,35.1809997558594,11.496000289917
Fucusdistichus,18.95303,69.63039,0.000899999984540045,28.0319995880127,33.4640007019043,8.75
Fucusdistichus,19.01667,69.70222,0.000601999985519797,29.0380001068115,33.5050010681152,9.94200038909912
Fucusdistichus,19.06917,69.61889,0.000624999986030161,28.0319995880127,33.4630012512207,8.75
Fucusdistichus,10.4441,63.45791,0.00103799998760223,30.1760005950928,28.8530006408691,16.7019996643066
Fucusdistichus,-6.82379,61.55001,0.00031699999817647,26.7810001373291,35.2089996337891,12.2600002288818
Fucusdistichus,144.99831,44.07515,0.000676000025123358,28.818000793457,32.6269989013672,18.886999130249
Fucusdistichus,-55.78333,52.96667,0.00023999999393709,30.2950000762939,29.6590003967285,10.6059999465942
Fucusdistichus,158.47032,52.62292,0.0024449999909848,28.3840007781982,32.015998840332,13.5179996490479
Fucusdistichus,-60.36667,55.76667,0.000617999990936369,30.7759990692139,31.0639991760254,5.8270001411438
Fucusdistichus,-52.83333,47.28333,0.000153999993926845,28.8519992828369,31.5,15.1190004348755
