species,longitude,latitude,calcite,parmean,salinity,sstmax
bg,39.791657875,65.291660455,0.00855000037699938,34.5779991149902,23.1200008392334,10.2880001068115
bg,21.124991955,79.541659885,0.0140359997749329,22.2140007019043,32.4370002746582,1.28600001335144
bg,-4.958340335,55.291660855,0.000615999975707382,29.0779991149902,33.0709991455078,15.6499996185303
bg,-135.375001785,59.291660695,0.00644899997860193,31.5960006713867,30.9589996337891,12.0500001907349
bg,18.041658745,42.624994695,0.000300000014249235,33.5750007629395,38.5820007324219,25.9349994659424
bg,-4.45834035500002,48.708327785,0.00277799996547401,31.6140003204346,35.0069999694824,15.621000289917
bg,-63.208338005,49.291661095,0.000450999999884516,35.4490013122559,30.1580009460449,16.3449993133545
bg,12.041658985,55.624994175,0.00266700005158782,29.8490009307861,10.3900003433228,18.9349994659424
bg,11.958325655,57.374994105,0.0084610003978014,32.7550010681152,23.4249992370605,19.2770004272461
bg,25.291658455,40.874994765,0.00143499998375773,34.265998840332,34.8549995422363,26.0100002288818
bg,-79.041670705,70.708326905,0.00340400007553399,20.0450000762939,34.5820007324219,1.43799996376038
bg,-124.208335565,40.708328105,0.00740400003269315,33.5060005187988,32.859001159668,12.8450002670288
bg,-4.70834034500001,43.458327995,0.000684999977238476,28.3090000152588,35.3240013122559,21.3719997406006
bg,-93.291670135,79.124993235,0.00540400017052889,25.1800003051758,31.4370002746582,0.100000001490116
bg,-64.375004625,45.291661255,0.016380000859499,37.2150001525879,31.4810009002686,16.2880001068115
bg,26.291658415,40.374994785,0.000339999998686835,36.5660018920898,34.765998840332,25.246000289917
bg,-83.791670515,55.208327525,0.0346949994564056,28.4050006866455,26.2339992523193,7.7649998664856
bg,140.958320495,52.958327615,0.0177679993212223,34.8370018005371,19.9710006713867,17.6490001678467
bg,-153.541667725,58.624994055,0.00374100008048117,29.1429996490479,30.9580001831055,12.7379999160767
bg,-96.041670025,71.374993545,0.000361000013072044,21.5149993896484,23.3729991912842,0.407999992370605
bg,-161.458334075,55.458327515,0.000760999973863363,25.6879997253418,31.0310001373291,11.3909997940063
bg,-97.208336645,73.541660125,0.000771999999415129,22.0639991760254,29.9939994812012,0.591000020503998
bg,-79.541670685,70.374993585,0.00257600005716085,21.0359992980957,34.3769989013672,1.76499998569489
bg,-19.875006405,82.708326425,0.000875000027008355,10.7370004653931,32.0439987182617,0.101000003516674
bg,-87.875003685,78.874993245,0.00443700002506375,16.2919998168945,32.5289993286133,0.833999991416931
bg,26.291658415,70.708326905,0.00110899994615465,27.8969993591309,33.9309997558594,11.4049997329712
bg,-21.708339665,66.124993755,0.00097200000891462,25.6389999389648,34.9609985351562,9.95400047302246
bg,21.958325255,57.624994095,0.00722099980339408,32.9690017700195,6.90999984741211,19.7689990997314
bg,-41.958338855,63.041660545,0.000763999996706843,27.6919994354248,32.6619987487793,5.60200023651123
bg,-50.708338505,65.541660445,0.0408510006964207,21.2269992828369,32.6539993286133,2.7590000629425
bg,5.62499257499999,60.208327325,0.0013780000153929,27.9559993743896,30.3490009307861,18.6949996948242
bg,-60.375004785,55.791660835,0.000617999990936369,30.7759990692139,31.0639991760254,5.8270001411438
bg,-160.875000765,63.958327175,0.00999199971556664,35.1580009460449,22.1399993896484,14.0729999542236
bg,-92.375003505,63.791660515,0.00267599988728762,32.6419982910156,30.5909996032715,7.46299982070923
bg,17.374992105,58.791660715,0.00149599998258054,33.8269996643066,6.02400016784668,20.3239994049072
bg,-64.291671295,59.958327335,0.00115699996240437,28.6030006408691,31.7779998779297,2.78900003433228
